query,response,count
我特别特别特别特别特别不舍得走的,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""4907301a-ccc4-4010-8b9a-d8679c9be0a2"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 10:01:42.000"",""service_id"":""S52852""}}",1
刚刚开始有力气的时候仍然做出那种能做几个做几个酸了累,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""d3f94090-5857-4450-9396-e0b256193c22"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 06:28:19.000"",""service_id"":""S52852""}}",1
打开,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""on"",""mod"":""bluetooth"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""on"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""on"",""mod"":""integrated_stove"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""on"",""mod"":""light"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null}],""err_code"":2001,""err_msg"":""存在多个指令"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":1105073,""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",31
在呢在这个土桂儿还挺能整的集成灶可以把这个,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""057bef7e-2c48-48c5-844c-438b6696b7d4"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 09:29:27.000"",""service_id"":""S52852""}}",1
关掉,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""bluetooth"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""off"",""mod"":""integrated_stove"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""off"",""mod"":""light"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null}],""err_code"":2001,""err_msg"":""存在多个指令"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":1105073,""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",3
玩两天就领过什么干一阵这个屋里的就是我以为的,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""f96715e2-862b-4102-b179-5cb2f05a319f"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 08:23:31.000"",""service_id"":""S52852""}}",1
我不知道怎么弄放假要是有放假的话我就回去跟你做个证,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""845f2366-2d43-4c1a-8299-536c679e4350"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 11:45:41.000"",""service_id"":""S52852""}}",1
火星人火星人火星人学习你把号码说下去,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""c80f0ec6-1617-4e15-8dc3-bfac884749e1"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 10:06:02.000"",""service_id"":""S52852""}}",1
关闭,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""off"",""mod"":""bluetooth"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""off"",""mod"":""hood"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""off"",""mod"":""integrated_stove"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""off"",""mod"":""light"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null},{""action"":""stop"",""mod"":""steam_oven"",""property"":null,""property_unit"":null,""property_value"":null,""reply"":"""",""skill_id"":1105073,""time_duration"":null,""time_start"":null}],""err_code"":2001,""err_msg"":""存在多个指令"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":1105073,""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}",78
好回复我这边别人要价格我说这是我老板会谈下下单才有的才有的加我没一分钱没赚你会做,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""5a796fa9-d74c-4c55-962b-79226a6ac1e3"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 10:25:48.000"",""service_id"":""S52852""}}",1
应该听过就是过了这个也听过火星人现在不是说电影啊且正常行业里面火星人做的最好的,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""6a4b24bb-3658-4488-bcf5-4cdb8d9e2d52"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 09:15:41.000"",""service_id"":""S52852""}}",1
你废话不说我说我问你的是我妹妹的名字是什么我没有问你你的妹妹是什么,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""23800632-ada5-4207-9b20-92007745e17b"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 11:34:23.000"",""service_id"":""S52852""}}",1
这平台我们这视频看着看着开始交流交流吧我感觉看到这个实物然后少了没法给你聊了你说进入天猫点上的话,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""45a6765b-4b98-47ab-bcd0-2bcd0fddcee0"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 11:33:35.000"",""service_id"":""S52852""}}",1
赶集般的就是六十个课时嗯有时候考试的话像那个两千六百四两千六百四是吧,"{""error_code"":0,""error_msg"":""OK"",""result"":{""session_id"":""service-session-id-timeout-words"",""log_id"":""7d322bfb-1d2f-48f3-a816-4ef0137a475e"",""response_list"":[{""msg"":""ok"",""qu_res"":{},""status"":0,""schema"":{""intent"":"""",""slu_tags"":[],""intent_confidence"":0.0,""slots"":[],""domain_confidence"":0.0},""action_list"":[{""refine_detail"":{},""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""抱歉，这个我还不会\""}]}"",""type"":""failure"",""confidence"":100.0,""action_id"":""fail_action"",""say"":""抱歉，这个我还不会""}],""origin"":""-1""}],""interaction_id"":"""",""dialog_state"":{},""version"":""2.0"",""timestamp"":""2024-06-01 11:45:16.000"",""service_id"":""S52852""}}",1
火星人,"{""error_code"":0,""error_msg"":""OK"",""result"":{""response_list"":[{""msg"":""ok"",""schema"":{""intent_confidence"":99.99999237060549,""slots"":[{""word_type"":"""",""fuzzy_matches"":[],""confidence"":99.99999237060549,""length"":-1,""name"":""qid"",""original_word"":""1041160"",""sub_slots"":[],""session_offset"":0,""normalized_word"":""火星人集成灶，炒一百个辣椒都不怕，大家都说好|火星人集成灶，炒一百个辣椒都不怕，大家都说好"",""begin"":-1,""merge_method"":""ADD""},{""word_type"":"""",""fuzzy_matches"":[],""confidence"":100.0,""length"":-1,""name"":""faq_question"",""original_word"":""火星人"",""sub_slots"":[],""session_offset"":0,""normalized_word"":""火星人"",""begin"":-1,""merge_method"":""ADD""}],""domain_confidence"":0.0,""intent"":""FAQ_FOUND""},""qu_res"":{""qu_res_chosen"":""{\""confidence\"":99.99999237060549,\""intent\"":\""FAQ_FOUND\"",\""intent_confidence\"":99.99999237060549,\""domain_confidence\"":0.0,\""intent_need_clarify\"":false,\""slots\"":[{\""confidence\"":99.99999237060549,\""begin\"":-1,\""length\"":-1,\""original_word\"":\""1041160\"",\""normalized_word\"":\""火星人集成灶，炒一百个辣椒都不怕，大家都说好|火星人集成灶，炒一百个辣椒都不怕，大家都说好\"",\""word_type\"":\""\"",\""name\"":\""qid\"",\""need_clarify\"":false,\""father_idx\"":-1,\""fuzzy_matches\"":[]},{\""confidence\"":100.0,\""begin\"":-1,\""length\"":-1,\""original_word\"":\""火星人\"",\""normalized_word\"":\""火星人\"",\""word_type\"":\""\"",\""name\"":\""faq_question\"",\""need_clarify\"":false,\""father_idx\"":-1,\""fuzzy_matches\"":[]}],\""from_who\"":\""inst-slu\"",\""match_info\"":\""火星人\"",\""extra_info\"":{}}"",""candidates"":[{""intent_confidence"":99.99999237060549,""match_info"":""火星人"",""slots"":[{""word_type"":"""",""father_idx"":-1,""fuzzy_matches"":[],""confidence"":99.99999237060549,""length"":-1,""name"":""qid"",""original_word"":""1041160"",""begin"":-1,""normalized_word"":""火星人集成灶，炒一百个辣椒都不怕，大家都说好|火星人集成灶，炒一百个辣椒都不怕，大家都说好"",""need_clarify"":false},{""word_type"":"""",""father_idx"":-1,""fuzzy_matches"":[],""confidence"":100.0,""length"":-1,""name"":""faq_question"",""original_word"":""火星人"",""begin"":-1,""normalized_word"":""火星人"",""need_clarify"":false}],""extra_info"":{},""confidence"":99.99999237060549,""domain_confidence"":0.0,""from_who"":""inst-slu"",""intent"":""FAQ_FOUND"",""intent_need_clarify"":false}],""sentiment_analysis"":{""pval"":0.9980170726776124,""label"":""1""},""raw_query"":""火星人"",""lexical_analysis"":[{""etypes"":[""sys_video"",""sys_music"",""sys_org_generic"",""sys_bio"",""2700"",""sys_video_movie"",""sys_org""],""basic_word"":[""火星"",""人""],""weight"":1.0,""term"":""火星人"",""type"":""sys_video""}],""timestamp"":0,""status"":0},""action_list"":[{""refine_detail"":{""option_list"":[],""interact"":"""",""clarify_reason"":""""},""action_id"":""faq_found_satisfy"",""confidence"":100.0,""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""火星人集成灶，炒一百个辣椒都不怕，大家都说好\""}]}"",""say"":""火星人集成灶，炒一百个辣椒都不怕，大家都说好"",""type"":""satisfy""}],""status"":0,""origin"":""1132378""}],""version"":""2.0"",""timestamp"":""2024-06-01 06:50:52.608"",""log_id"":""150bc2db-d177-4b28-b512-594d3ea1d1cf"",""dialog_state"":{},""service_id"":""S52852"",""session_id"":"""",""interaction_id"":""interaction-1717195852611-1367665351-8013-6360""}}",179
集成灶,"{""error_code"":0,""error_msg"":""OK"",""result"":{""response_list"":[{""msg"":""ok"",""schema"":{""intent_confidence"":99.99999237060549,""slots"":[{""word_type"":"""",""fuzzy_matches"":[],""confidence"":99.99999237060549,""length"":-1,""name"":""qid"",""original_word"":""1041161"",""sub_slots"":[],""session_offset"":0,""normalized_word"":""现在市面上流行的集成灶牌子是火星人|现在流行火星人集成灶|集成灶当然是火星人好了，火星人集成灶用过的人都说好"",""begin"":-1,""merge_method"":""ADD""},{""word_type"":"""",""fuzzy_matches"":[],""confidence"":100.0,""length"":-1,""name"":""faq_question"",""original_word"":""集成灶"",""sub_slots"":[],""session_offset"":0,""normalized_word"":""集成灶"",""begin"":-1,""merge_method"":""ADD""}],""domain_confidence"":0.0,""intent"":""FAQ_FOUND""},""qu_res"":{""qu_res_chosen"":""{\""confidence\"":99.99999237060549,\""intent\"":\""FAQ_FOUND\"",\""intent_confidence\"":99.99999237060549,\""domain_confidence\"":0.0,\""intent_need_clarify\"":false,\""slots\"":[{\""confidence\"":99.99999237060549,\""begin\"":-1,\""length\"":-1,\""original_word\"":\""1041161\"",\""normalized_word\"":\""现在市面上流行的集成灶牌子是火星人|现在流行火星人集成灶|集成灶当然是火星人好了，火星人集成灶用过的人都说好\"",\""word_type\"":\""\"",\""name\"":\""qid\"",\""need_clarify\"":false,\""father_idx\"":-1,\""fuzzy_matches\"":[]},{\""confidence\"":100.0,\""begin\"":-1,\""length\"":-1,\""original_word\"":\""集成灶\"",\""normalized_word\"":\""集成灶\"",\""word_type\"":\""\"",\""name\"":\""faq_question\"",\""need_clarify\"":false,\""father_idx\"":-1,\""fuzzy_matches\"":[]}],\""from_who\"":\""inst-slu\"",\""match_info\"":\""集成灶\"",\""extra_info\"":{}}"",""candidates"":[{""intent_confidence"":99.99999237060549,""match_info"":""集成灶"",""slots"":[{""word_type"":"""",""father_idx"":-1,""fuzzy_matches"":[],""confidence"":99.99999237060549,""length"":-1,""name"":""qid"",""original_word"":""1041161"",""begin"":-1,""normalized_word"":""现在市面上流行的集成灶牌子是火星人|现在流行火星人集成灶|集成灶当然是火星人好了，火星人集成灶用过的人都说好"",""need_clarify"":false},{""word_type"":"""",""father_idx"":-1,""fuzzy_matches"":[],""confidence"":100.0,""length"":-1,""name"":""faq_question"",""original_word"":""集成灶"",""begin"":-1,""normalized_word"":""集成灶"",""need_clarify"":false}],""extra_info"":{},""confidence"":99.99999237060549,""domain_confidence"":0.0,""from_who"":""inst-slu"",""intent"":""FAQ_FOUND"",""intent_need_clarify"":false}],""sentiment_analysis"":{""pval"":0.9988592863082886,""label"":""1""},""raw_query"":""集成灶"",""lexical_analysis"":[{""etypes"":[""1306""],""basic_word"":[""集成"",""灶""],""weight"":1.0,""term"":""集成灶"",""type"":""1306""}],""timestamp"":0,""status"":0},""action_list"":[{""refine_detail"":{""option_list"":[],""interact"":"""",""clarify_reason"":""""},""action_id"":""faq_found_satisfy"",""confidence"":100.0,""custom_reply"":""{\""reply\"":[{\""type\"":\""tts\"",\""value\"":\""集成灶当然是火星人好了，火星人集成灶用过的人都说好\""}]}"",""say"":""集成灶当然是火星人好了，火星人集成灶用过的人都说好"",""type"":""satisfy""}],""status"":0,""origin"":""1132378""}],""version"":""2.0"",""timestamp"":""2024-06-01 10:11:55.931"",""log_id"":""b42f2860-ca30-44a6-968c-e3226670be3a"",""dialog_state"":{},""service_id"":""S52852"",""session_id"":"""",""interaction_id"":""interaction-1717207915934-2802211462-8013-2025""}}",3
